pdbid,value
1z34,3.38
3fyj,8.3
5vfn,3.52
5iu8,7.74
5ykp,7.05
2chw,4.77
5wbk,6.03
3fw4,9.4
5kmf,6.29
2qlb,5.89
2clx,4.88
5wxo,3.68
4xhl,4.43
2pj8,7.74
4lpb,8.0
2bba,7.15
5wf7,4.01
5cgc,9.3
4m5i,5.17
5fxs,8.05
5vk0,9.74
2pzy,7.47
4o4r,6.06
4zs2,5.49
3owl,6.17
5akj,5.86
4k6v,4.63
5uwn,7.87
1uvr,6.0
5m57,4.92
3c3r,4.39
5c42,8.72
4ezw,6.0
4a50,7.91
4c4e,7.6
4b0c,2.07
1t4j,5.1
4lil,4.9
4eg6,7.37
5zlf,3.48
3r7q,6.97
1rrw,4.55
5ung,9.47
6cjp,8.11
4he9,8.46
1b2i,5.51
4x60,9.0
6ohu,6.78
5bqs,5.64
6prt,2.67
1rgk,4.31
5k5e,6.35
2qrm,4.03
6mtv,5.11
5aly,6.73
5ier,4.89
4emv,8.3
1ggd,5.8
4bzs,7.12
1ci7,7.05
3vid,6.21
5nz2,5.03
2wik,3.18
1m13,7.57
5du4,5.25
1g3c,5.8
1jwt,7.85
6g9k,7.4
3tpu,4.32
5w85,8.0
3v8t,9.52
2vtj,5.72
4ow0,6.82
5j9l,7.47
4yur,9.8
2viw,7.14
4lnp,3.67
1i7g,6.0
6npv,6.8
6ay3,8.02
5t27,7.1
5ypo,7.1
6j8r,6.12
6rmm,4.69
4qvw,5.38
1pau,9.46
3s0o,4.48
1jmq,4.4
6pvx,7.17
4zfi,6.3
2f1b,3.0
2xae,7.3
6g3y,5.89
6chn,7.96
1r1i,8.54
1mnc,10.34
6s9c,6.57
4jfi,4.74
6lpr,7.3
2p83,7.96
5aae,7.46
4enx,6.26
3pkn,4.66
6inz,5.8
4wm9,6.92
4an3,9.22
4qvp,6.05
2iu0,6.89
1v0m,5.1
5m3a,5.7
2rol,4.62
6psb,4.1
5xiw,4.96
2uym,5.51
5iu7,8.96
1l5s,3.26
5a3w,5.82
4l2k,6.44
4b13,5.7
5ye8,3.0
6b41,8.48
4btw,7.15
5cf4,7.4
6h76,7.52
4at3,8.4
5gsw,5.94
3qck,5.24
2xu1,7.66
2f3k,7.89
5n4s,7.26
5wh6,7.92
6eee,7.54
4wh9,3.0
4mka,9.0
1a1c,6.4
5op2,6.62
1lol,6.39
3kx1,7.0
3d45,5.68
5nfa,5.25
4xx9,5.08
5vlh,6.8
4mwe,5.91
4f1s,8.7
5if4,9.0
6.00E+83,4.54
4gee,9.0
3qs5,4.71
1.00E+02,6.15
5f01,6.38
4bcj,7.96
5tdi,9.74
3psb,8.52
3dpe,7.24
2pu0,7.82
6iiv,6.85
5w5k,8.3
3l08,10.22
5ul1,6.64
2a3w,5.42
4nni,5.5
4d8s,6.49
6bqa,5.85
6phr,6.7
1czo,4.55
4rqz,5.4
6o9x,6.05
3kqt,5.34
4urw,2.8
5mgi,5.95
3pz2,6.14
3s4q,8.4
1urg,5.82
5xp7,4.42
3b8q,9.3
3og7,7.51
3src,3.89
3g4l,8.24
4dht,4.82
2zlg,5.59
4g0c,7.92
1wbo,3.0
5ahu,6.78
3il5,5.8
1sm3,4.62
3vf8,6.82
5qbv,6.37
3vtd,7.92
4kc2,3.31
1zom,7.52
4ykn,8.0
1o4n,1.4
4wrq,5.34
4l7j,3.7
6qfx,7.7
6f8r,4.7
4to8,1.24
1ao8,8.22
3tsd,3.66
6pxc,6.47
1sw1,7.3
3v9b,9.3
5fb0,5.47
5yvt,3.96
2j87,4.85
2x2l,5.28
2uw3,4.1
1pip,5.0
5ekj,6.0
6s90,7.89
4wy3,3.62
3wkd,3.77
5jim,3.99
6bh3,4.92
4ogi,7.43
4zsl,5.0
4dpi,7.11
3t2p,3.6
2axi,6.85
5tw2,7.3
3szm,6.4
6cc9,3.15
4l31,6.79
4i9c,5.51
1z4n,4.52
6d6u,8.21
3fnu,6.16
2xto,6.2
3d27,4.25
6h9b,5.7
5nfb,6.11
3rwi,6.94
3kr1,5.74
3fdm,8.7
4oys,8.82
5aqg,4.51
3gws,10.09
1y19,6.77
3hq5,7.8
3lox,8.1
2wfj,7.15
6cjw,5.74
4tlr,8.52
4tya,2.39
3ifo,7.26
3u9n,7.0
6g8q,4.72
3buw,5.83
1ilh,7.39
1t3t,4.96
4clp,1.27
3lnz,9.31
4qq4,5.74
3que,8.82
4gw8,6.06
1wzy,6.25
2xdw,8.37
5usy,7.51
3eyh,7.7
2a25,4.62
3waw,6.24
5w9g,6.82
3wd9,8.08
5ml6,9.45
5ehg,3.43
6nvl,7.95
3o1e,5.74
5bqi,9.05
3hfj,4.44
3fum,3.77
3ukr,4.92
1nlp,4.96
4hld,9.3
5csz,7.77
2hvc,8.82
3cen,8.26
3ipb,6.7
4awk,6.89
2eh8,7.96
5n7b,3.77
2brp,4.0
3twj,7.84
3elm,9.72
2qq7,5.24
6g0v,3.78
2vj6,7.89
3fr2,6.23
5aqu,2.98
4zxx,8.1
3o9f,12.7
4d52,3.11
4mdr,4.39
5jr2,7.57
1xdg,7.3
1xoe,7.39
4zh3,4.4
5qcm,6.96
1sps,8.52
6bh5,6.6
6m88,5.96
3c10,6.52
1uv5,8.3
6n9h,4.26
2v87,4.6
6nss,8.85
3obx,3.89
6nk0,6.39
6d4q,6.08
5fdp,6.51
5mrd,4.44
5naw,7.3
4lkt,5.9
5aab,9.06
3zju,5.68
2d41,6.82
1h4n,4.92
2y58,5.5
1y6a,7.66
1bcj,3.7
5aer,4.4
5qam,4.0
5agi,4.34
5y53,6.37
5dp8,6.36
2v86,4.46
3vrv,10.54
5ei2,7.34
1v41,4.7
5d1n,5.57
3ijg,4.27
5q0q,6.11
2cvd,6.1
3mn8,6.17
6by8,6.91
4rhy,5.95
3as0,4.55
5t35,7.18
3bea,8.15
1dpu,6.0
1yly,7.82
6n5g,7.0
1n7m,5.71
6m8w,6.22
4zga,7.7
4cwb,6.09
1bdr,6.68
6iql,9.37
6c7d,9.77
3f39,1.78
3cso,5.77
2q1j,9.1
4bdf,4.09
5b4l,9.12
3mbp,6.8
6oxs,9.96
4a51,6.73
5e1o,5.43
6pys,7.15
2kup,6.7
5xhr,5.1
3f7z,7.19
5v9p,6.14
1il3,2.55
3sz9,5.27
5eay,4.47
5ze6,3.35
4hxj,4.13
1hrn,8.05
4yas,3.41
1oay,5.92
4o1d,7.62
1o4d,3.52
3igv,7.6
1q4x,9.48
4yl1,6.67
4wey,3.5
5wg7,4.7
6.00E+91,6.62
4ibm,5.74
2a4z,6.6
2qoe,7.6
3a29,7.89
4j1e,7.72
5jna,7.35
2jdl,9.43
4mqu,8.4
3uqr,7.24
4od7,5.08
1f9g,1.28
3qfv,5.77
3rti,7.37
1mmp,6.07
2bbb,8.62
5cxh,8.3
3nti,5.22
1pf8,7.51
3qtw,6.19
4z7f,7.53
1wdq,1.98
5m2v,5.4
2z7r,9.52
1uu3,6.12
4qmq,6.59
3gen,9.14
4qye,5.92
3r9n,5.85
2ay5,2.59
1vwl,5.63
5v3y,6.72
5xih,7.15
4ogv,8.05
5he0,6.82
6q4q,6.82
1pxi,4.77
5kbf,8.92
6qxd,6.02
6ema,4.53
4gsy,6.92
2b1p,8.52
5uit,8.34
3a2c,6.9
4r92,7.41
2os9,2.24
1abf,5.42
2v3e,6.52
4eki,10.0
5bnr,6.28
1i9l,8.48
5wf6,7.83
3osw,6.15
4uj9,8.7
3jzr,7.44
1al8,5.32
3ewu,4.62
4uiy,5.6
4f65,8.6
6h7y,9.46
4f63,6.3
4muw,8.01
2qu3,6.23
3b2w,9.22
5ohj,10.42
6hro,7.3
6ceh,7.44
3hfv,4.87
4yht,9.22
5oxl,3.25
4mlx,3.19
4m3q,7.77
6nfn,7.7
3r92,7.02
4rwl,8.1
3vfj,7.04
5wg9,5.59
5vjp,4.83
4ekg,8.77
2qky,9.61
3tpp,7.82
5lyh,6.31
2pze,6.08
5wic,4.64
4x34,6.12
6fkp,6.52
4l7f,6.8
2q8y,3.99
3mrx,3.39
6n0m,5.82
3e2m,9.4
5gmj,5.08
4zyi,8.1
3bcs,5.21
3cth,6.96
5nwk,6.57
3rxg,2.15
6bnk,6.99
2ork,2.85
4wet,3.35
4y5h,7.82
5jap,6.64
5er5,3.67
4zup,6.77
3ole,7.83
5m4k,5.66
5xmu,7.51
5f6d,2.52
4c7t,6.4
4d0x,8.1
2pv3,5.25
3gww,0.45
3okp,4.72
3et7,7.77
3vhu,7.31
3gxy,5.59
5kyk,5.8
5kcv,8.3
6chq,5.36
1rti,4.77
5d1j,7.32
4awj,2.0
1zgb,8.06
1w1t,2.96
6isd,8.24
3krl,9.1
6hva,6.28
3h91,3.73
3rak,6.89
3esj,3.03
5wev,6.82
4xg6,8.01
5iub,9.46
4n7y,6.26
4nb3,7.66
5m39,4.62
4eg7,7.34
4fiv,6.52
4gye,6.85
6b4w,8.3
2ay6,3.11
4y6p,7.16
4obq,7.19
4bo2,7.3
4rj3,7.03
5wew,6.74
6dd1,4.65
3kdt,6.59
4yqh,8.05
4dgn,6.46
5ywy,7.23
6hld,9.21
5llm,5.35
3nga,8.0
3qnd,4.85
1p02,7.17
6cw8,6.57
6flg,7.52
3nzu,8.85
1o4p,2.6
5t6j,4.93
2ohp,4.03
2y57,6.89
3d6q,3.76
2qmd,8.3
5z1t,6.2
3fxv,7.03
1ero,8.23
6hwv,7.08
5m0d,6.09
6cd4,5.34
5lrj,8.72
5a7i,5.26
6gfm,5.47
5nzp,2.19
1ndj,12.16
2r3f,6.3
2wxn,7.68
3gjs,4.99
5eg4,7.68
6g46,3.73
4b0g,7.82
4py4,5.77
5nsp,6.47
2brg,5.21
2z9g,6.15
3plu,5.77
3itz,8.85
3asl,5.76
5jiy,6.27
2ipo,5.06
3pj1,7.32
3k16,5.8
5xgl,6.88
1t4s,2.44
6dkg,8.59
3wav,6.74
4y4v,3.65
6esn,8.05
3lkz,6.15
6cvx,7.68
5m56,7.89
2g72,6.5
4ty8,2.03
4drn,5.24
1aku,6.13
2iku,7.1
3txo,8.05
6g8k,4.45
5hvy,7.76
4h36,4.27
3chc,4.09
5jzs,3.27
2ndf,4.23
2x7d,6.7
4jju,6.29
2xey,5.19
1w31,3.6
2op9,5.66
4jv6,6.66
2wi7,7.24
3skc,8.8
3opr,6.59
6n7y,5.11
4zs0,5.64
5zh4,5.14
5db0,7.43
2jnp,6.89
5ggp,3.3
5dpw,5.37
1o43,5.66
3sjt,6.06
4mk5,6.35
5fdz,5.17
4ofl,7.66
6fa2,6.66
4ebw,5.06
5fgk,8.77
1ths,7.54
4eh2,3.16
4rhu,6.16
4o6e,9.0
6etj,6.72
3cjo,8.66
5ei4,4.58
2pj0,8.09
1c5z,4.01
5iz9,5.42
4j0r,6.41
3iw8,4.87
4b6e,2.3
3cy2,7.22
6htr,7.96
2x4s,4.2
4jzr,7.8
1c12,8.72
3qsb,5.08
4r4q,5.09
6ocu,8.05
5l97,3.0
4xbo,4.59
3grj,3.0
2y71,7.37
5wii,4.49
6fr0,6.84
6p5v,6.7
3dcr,8.2
4l53,7.55
3rwh,7.4
5b1s,3.91
4y2y,5.05
2rm0,4.03
1dtq,8.22
3dt1,8.62
3zyb,5.38
4nzb,4.17
5gmp,9.1
5i0b,5.06
4z5w,5.81
3q3k,8.13
5lma,6.6
1sjh,8.05
2r2b,4.2
3ebb,5.3
5lxd,8.5
6ar2,6.41
4zx5,6.19
3g8i,7.42
4zed,5.12
3mle,5.24
4os5,4.63
4mk9,8.05
6uvv,5.18
1cw2,6.15
4vgc,6.9
5l87,5.07
4lkj,6.7
4ft2,5.64
4d8n,5.74
5kbg,6.11
3rni,5.17
5zyh,5.57
5c6p,3.7
6hys,5.59
4z1s,6.1
4hdc,8.92
3opp,6.28
5aen,7.22
3llm,4.74
5y6e,7.86
5ald,5.97
4qt0,6.29
1lox,5.52
4bjb,6.66
1o79,6.39
1mqj,5.32
4i0r,7.85
4hw2,7.26
3zos,8.89
4guj,3.05
6iji,9.36
4muk,6.6
1t1r,5.4
4u0g,5.29
6qsz,7.15
3ud9,4.67
5k76,8.3
6oou,11.3
5n8j,5.54
3oe8,8.14
1it6,8.39
4hmq,8.24
4urn,4.46
3wiy,6.21
2xk3,5.68
4fmn,6.1
2c5x,6.6
5wad,8.11
5v5n,8.02
4o4k,3.7
1r5v,4.48
1i9q,8.41
5zk9,7.34
4exz,7.54
1juj,6.96
4i73,6.72
4ufg,8.15
3pd4,4.48
4y67,6.93
1dbb,9.0
4kod,5.36
2aoj,4.66
5x28,8.4
5k4j,7.11
4gd6,7.38
3cp9,7.32
4qrc,6.34
1i8i,7.66
1dbk,8.1
3t2v,6.99
3f7u,6.61
3iqh,4.59
5auw,5.05
5cuu,4.37
3uvm,7.52
3tiw,7.67
5ew3,8.92
1q5l,3.22
6mob,8.15
4dum,7.02
3ckr,5.3
6bsm,6.8
6fvo,5.55
1lf3,7.0
4dmn,5.64
5svy,6.13
5xup,5.25
6fmn,5.95
6rrm,6.84
1r10,3.83
3f9n,5.89
2wfg,4.42
1ogu,7.47
3o0g,6.22
2ycm,3.56
6ft3,6.42
6br2,8.72
3l17,8.28
4iu0,5.89
5qb2,4.15
4j04,4.96
4fpf,4.41
5a5p,4.0
4pks,4.82
6f34,4.94
6oiq,6.57
2er6,7.22
4x7j,7.39
5f88,4.3
3q43,7.37
3qyy,5.08
4a16,9.37
5aaf,7.44
4h38,6.04
1y4z,7.24
1pu7,3.1
1ikx,8.15
3ayc,4.24
3m17,7.4
4ci1,6.6
2q8g,7.06
4h2m,5.21
3stj,4.8
6cef,3.74
4no1,7.57
4abj,7.47
5lc0,6.7
6e5s,6.44
6eum,6.52
6mt5,4.49
4fl3,3.82
6o8i,10.0
3du8,6.84
2x7c,5.7
5y8w,6.64
5thj,2.87
5hv1,4.1
6ak5,6.12
5a4e,6.4
4mg9,5.68
4onf,8.92
4b11,5.64
3iiw,4.44
3rxk,2.68
2w3k,10.1
4wsj,7.33
4wym,4.0
6fr2,7.92
2gvd,7.0
5y7h,7.73
3ij1,4.7
4olc,6.19
5qai,3.82
2i6a,9.05
4joo,4.43
4ngr,7.55
4b4m,6.69
5t31,6.96
1u9x,8.15
3eg6,5.77
6a03,5.25
3v3v,5.34
2znu,8.11
4a4e,3.32
3wk7,3.9
2wuu,7.16
2gg5,6.6
6jpj,8.21
2gu8,8.59
1m5d,5.04
2ow1,9.0
3zpq,7.17
3gfw,7.57
5ygi,7.05
3d7d,7.85
3bux,5.63
2kff,3.61
5cnm,6.81
4bky,7.92
6erv,5.36
6f7b,8.89
6drz,9.8
4qz1,5.44
4fil,7.47
4kju,8.22
4k72,3.0
4l23,7.75
1o2s,5.47
5c29,6.06
1w1v,2.2
5cuh,4.62
4uce,3.17
6qc0,7.24
5t2l,8.2
5dhr,4.64
3zn1,4.54
3ck8,3.84
5fqb,6.52
6q8k,6.54
1h1p,4.92
2kp8,4.0
5mav,5.48
5y97,3.6
4jgv,6.57
2az8,8.22
6fzj,6.33
5nwg,6.18
5z5v,6.54
6qqt,4.23
3nc4,4.58
6fob,7.63
2bcd,10.22
4byi,8.05
5gmu,3.32
4hlh,5.96
2dbl,8.7
5lgo,8.22
3uef,4.68
5ap4,6.46
3o0u,7.92
4fnz,7.8
4q06,7.66
3ind,5.82
3dc2,3.02
5byy,7.01
3osi,5.22
2oh4,8.46
3ktr,6.15
2h23,4.67
3ifp,7.61
1w1g,7.68
5h09,5.88
2flb,5.74
5qan,3.96
3wf8,6.63
3ay0,3.04
4pgb,7.48
5nyz,5.03
1p17,2.82
4mzl,5.62
4gj6,5.12
2zva,7.96
3oev,8.13
2oa0,6.92
6g07,4.57
6h7b,7.48
2vte,3.91
3wdz,6.92
3fzt,6.2
5xg4,5.15
4rz1,7.4
1qsc,3.68
3lkj,4.6
5yun,5.52
1zd5,4.87
4aml,2.1
5fdo,6.44
4gjd,8.52
1h0w,4.89
5nf9,5.33
6c28,4.17
5fos,5.74
3zot,5.95
2ddf,7.39
1yvx,5.1
5o4y,8.15
3tiy,4.77
3zmq,6.44
5cin,7.74
3wd1,7.66
2ylp,4.3
4jzf,6.76
1pyw,7.7
5awu,4.65
2m3o,5.3
3ljt,6.89
6n87,5.66
3s7m,8.0
4g11,5.0
1thl,6.42
5xpo,7.08
1vwn,5.82
6sy7,3.33
4bhn,8.2
3ee2,4.19
6i8l,6.41
2nw4,8.68
6dik,5.07
3kba,7.8
6k1s,7.7
2off,6.52
4pmp,6.4
2lo6,3.95
3krr,9.32
1a4m,13.0
4mrf,1.95
4i6b,5.93
3cfv,6.05
2xln,4.48
3oap,6.26
6oy1,10.24
1jil,8.4
4a6v,5.72
1yy6,6.07
5x4p,5.03
3saz,6.1
5e1b,4.84
1k3q,6.52
2q6b,9.52
6alc,7.51
5c7c,5.26
6njh,3.69
2xow,5.22
3ctj,7.46
3tsz,4.46
3wnr,6.28
5cwa,4.77
6bu1,7.22
2zg3,2.06
3srg,5.7
4o70,4.72
5zef,1.75
1pf7,10.14
6mlh,3.67
2ig0,4.71
2ke1,5.3
2qve,2.32
3n5e,6.82
5wxf,4.48
3n2c,5.12
5l2o,6.12
3f82,8.34
5v7i,7.18
5uzj,6.78
4bdc,4.93
6ra1,2.0
6g9f,6.23
3kfc,8.55
6g4y,8.82
1qca,5.27
5ehp,4.92
3v7d,6.39
3kc0,7.92
2vu3,7.33
5yyz,4.18
3ncz,7.82
4ybt,7.0
1zd4,3.6
4j0t,6.74
5nrf,6.79
2nnp,8.37
4gmc,7.74
1qxy,4.8
6ccy,8.52
4pms,8.1
4uub,4.76
3vb6,4.41
2ll7,8.8
5nn0,10.96
5wkh,3.85
6oot,11.3
3efr,5.08
5ou3,6.21
4hzt,6.12
3iad,9.0
3frz,8.15
4nrc,3.62
2eep,7.06
2ay1,2.29
4qwr,5.93
1jk7,8.52
6udx,8.0
3s2a,8.09
3sad,5.96
5fky,8.33
3iit,8.02
6qaa,7.66
4twd,5.08
5jq7,4.8
1jfh,2.05
1rgj,8.31
2cnf,6.62
4r5w,7.13
6fqu,5.66
4fgx,7.14
6.00E+99,6.0
2ypp,4.41
5etn,5.37
3vry,8.11
6dkp,7.44
4fab,8.06
2ybp,4.62
5ox5,5.59
3ncq,5.36
3rth,5.21
2w6c,8.41
3r6c,4.72
1zp5,2.92
1njj,2.1
5n1v,6.19
3lcu,3.52
3ad7,2.52
2c8w,8.43
5th2,4.52
5zoo,5.65
4j1k,7.89
4mvn,5.46
3tll,4.39
2v11,8.52
1ai6,3.97
3wb5,4.57
5lpr,6.57
1ett,5.89
2ow9,7.52
3udq,6.0
4a0j,6.0
1vj5,6.92
3lpj,6.92
5tg2,5.49
1uy8,4.12
5xo2,4.03
2wk2,6.82
3rg2,4.2
4i9z,7.74
6oxz,9.67
3vp1,5.48
4uxh,5.96
3q7p,5.8
3soq,4.57
5f1l,7.68
1hy7,5.39
4deh,6.21
1qja,6.38
1gi6,6.22
2xvd,8.7
3pxf,4.43
6fse,4.74
1ycm,8.0
3fnm,4.71
5ytu,4.92
3iqv,5.18
5va9,7.84
4m3m,9.05
1gui,6.28
4m6p,7.27
5k05,4.96
3iuc,5.66
6qre,4.85
5vlr,8.52
1mns,4.17
1ztq,8.89
2buc,7.0
5n58,6.1
4de7,4.8
2y8o,5.12
1y3y,5.64
4zim,8.62
5em5,6.58
5i40,4.86
4zur,7.17
3rbm,6.57
2a8h,7.17
5vlk,5.26
4mzo,6.57
1xuc,7.14
4rll,5.02
5f2s,6.7
3mj1,7.82
5jjm,7.51
3lil,8.08
3e8n,7.72
1l6m,8.1
5uwj,5.7
4oaz,5.77
5d0j,5.31
1p7m,4.38
6di1,6.74
2a58,4.92
4joa,7.54
6mhm,7.54
3r6g,7.6
5lsx,5.92
3q5h,6.25
6gcl,4.47
6s55,6.2
2hdr,1.72
6n83,6.27
2kmx,4.08
6cje,7.22
2auz,9.46
5q0h,7.92
6b8u,9.7
5jv0,5.96
4ab8,3.87
1zzl,8.3
2hha,6.91
1v2v,3.37
3rmf,4.09
6dat,5.05
2gfd,6.28
2ds1,8.47
6dgz,11.3
2vcx,7.68
5zms,5.23
6aqf,8.67
3pdq,6.74
1f40,6.0
3le8,6.07
2kbr,4.6
4mic,5.3
1x7e,5.97
6t6a,6.7
4j24,7.3
1ent,6.96
4avu,7.85
4unn,6.38
1p93,7.72
5ta6,8.82
1s26,3.07
3zm6,6.52
5u7m,6.74
2x39,8.66
3ri1,5.3
4rcp,5.35
5ek9,7.33
2uw5,7.51
4f70,5.74
4yrg,2.7
4qy8,7.19
5ows,8.0
3vp2,5.1
6acb,9.41
6ia7,5.7
1re8,9.52
4pg3,7.85
1lq2,8.77
3lpu,5.86
3el7,6.32
4p6g,8.11
4g5y,2.77
5dhg,9.14
6f8x,4.77
1xdd,6.7
5hvp,7.7
6mey,3.32
6g2n,7.14
1h26,5.54
1ynd,8.44
1.00E+55,4.12
4qr4,6.6
1b0f,7.7
1gt3,6.46
4l58,4.68
2ajd,10.8
3n51,7.82
5ct7,7.15
3d62,6.1
4xm7,3.57
4hyh,9.0
6er4,2.77
4uuh,7.77
4e4x,8.15
5ixt,4.6
4aza,6.99
4q4e,6.72
3wcg,6.85
4jmh,8.68
6c3n,2.49
6fyv,7.96
4bh3,1.92
4a4l,7.82
4g8o,7.66
1q6p,8.52
3mo2,6.61
2qe2,7.77
2c4v,2.6
2q9n,6.37
3r7r,8.74
3hy7,6.97
5fxr,7.42
4lxa,8.7
2ph6,7.57
4url,6.3
5qcl,7.96
3d9v,8.22
6q6f,3.35
1c3b,7.57
4fmq,5.05
3g6h,8.19
2uup,3.98
3sx4,8.52
6giu,6.66
3b9g,4.72
3fl8,7.27
6r1x,4.4
5tyj,7.46
2pmc,4.19
5k8v,6.34
1dxp,7.57
3ntp,4.92
4uat,5.89
6q9y,5.43
2z5t,5.62
6rjp,8.96
4j84,4.69
5oy3,4.15
6pnn,5.16
1z3t,3.94
1bwn,7.06
4wyo,6.95
4w9q,6.85
2q3z,7.22
5qak,3.66
3at1,3.18
5zyk,6.74
3ws9,7.04
4qmw,7.07
5hd0,8.4
1m5c,6.3
5bns,7.02
2oz5,6.48
4qmy,8.4
5jdc,3.98
6as6,4.82
6bw3,5.53
5zee,2.8
5h5r,6.21
1kkq,6.62
3ap7,3.0
5wzr,7.29
5ij7,8.51
4r6w,5.27
2n0w,6.15
1i9m,8.48
1njt,4.82
1xqc,7.2
6g0q,4.61
5bvf,9.72
5y3o,6.86
4ufy,8.15
5y61,1.72
5h08,5.96
4krs,6.52
4h1e,8.52
5j9y,7.24
3lbk,6.04
3ql9,6.3
2dxs,7.34
5ekn,5.72
4x49,4.53
4p7e,4.76
4u0u,5.82
3nf6,3.53
6q38,6.38
5hfj,4.39
6r7r,6.33
2fjp,8.37
3abt,4.77
3pch,5.4
4eh4,2.81
1rlq,5.1
4uy1,4.7
6q73,6.9
1pye,6.41
3nus,3.51
5dlz,5.74
5vpm,8.8
4izy,8.52
2l0i,4.82
3kah,6.59
5ags,7.4
6hm2,7.33
4lww,7.54
1jij,8.52
6nrj,7.44
6c8p,6.7
6ibs,4.96
2r4f,8.82
4kw6,3.43
6fky,6.49
4qiz,8.15
2o9v,3.54
6dha,5.68
4q1f,8.04
4h4e,6.68
4hn2,6.89
6nzr,9.3
2qyn,6.24
4qxj,5.9
3vw6,7.85
1w6y,5.36
3udn,5.15
4pz5,6.92
3itu,4.4
5csh,3.57
4nmp,4.04
3ua9,7.25
1nzl,7.15
4dfn,7.7
4gtq,8.3
2y8l,5.82
2wgs,5.6
2ghg,8.82
4yc9,8.89
3eks,5.7
4gj7,6.77
4ob0,5.3
6jn6,7.15
3zzf,0.4
2gnj,5.22
5tx5,7.8
6fdp,5.26
1p03,8.19
6dji,2.51
4ud7,8.13
6f8w,4.64
3rl3,7.17
6f22,8.7
6bw5,8.25
1oko,4.54
3f3a,4.19
5ov9,5.66
3v5q,7.4
5x9o,5.3
3kf7,7.4
4d62,2.44
3krx,7.38
1q0b,5.17
1ntv,5.82
4hby,5.36
3nin,4.91
6gzl,5.14
3iw7,5.64
5alv,4.36
6ooz,8.05
4oc4,6.98
5k1v,5.7
6gzh,8.27
4l7o,4.88
5iop,4.54
5e8w,4.39
5tx3,8.85
6ega,6.78
4zcw,7.37
5jha,5.9
2xi7,5.14
5kmh,4.62
4u5l,2.4
4l1a,8.27
4jff,9.22
2y9g,3.77
1fmb,10.0
5knx,6.1
5iu6,3.89
5l4h,3.75
4g69,5.98
4o62,5.0
4i5m,8.06
5f4r,7.02
5ml4,8.7
6mzw,8.41
3q8h,4.15
5aku,6.82
5tts,7.25
4n8e,7.7
6hy2,7.3
3n5j,5.22
6hk7,7.34
5elq,5.7
5hk1,8.37
3ex2,3.7
3zqt,4.41
1juq,4.25
5ipa,4.7
3f3v,7.14
4h5d,7.55
5b4k,9.34
5emk,7.89
3s2p,7.17
4o15,8.7
2rg6,8.66
3pvu,6.54
5gut,6.29
1oh4,3.74
1sve,8.3
3fxb,5.85
2x3t,6.05
4ohm,7.55
6nem,7.92
2vtn,6.07
6cw4,2.82
2w16,10.0
2x6d,7.92
5l3g,6.23
1rlp,5.1
1d5r,1.82
3qkv,7.44
1yvz,5.36
6qts,4.8
4ngq,8.8
4lh3,1.52
3sov,4.21
3mv5,6.74
3jsi,8.68
4x21,7.44
2go4,5.15
3blt,3.54
4uva,5.75
1v0o,5.26
2p3d,6.74
3di6,7.0
5ug9,8.1
3jq7,5.92
4ach,7.66
2q96,5.92
6cex,1.7
2j50,7.89
1o5m,8.72
1apw,8.0
3zmj,4.93
4x61,9.0
5e2m,7.23
4ch2,5.99
5zma,5.52
6bqk,9.0
3as3,3.8
4mse,6.16
3nba,3.41
2wbd,6.64
2foy,6.92
5h9p,7.17
2qmj,4.21
1kl3,5.86
5t3n,8.04
3lpg,6.16
4jvi,5.3
4rme,5.92
3d9n,4.05
2jal,4.82
2x2m,6.77
3v3m,5.32
2g1q,7.36
3anr,6.46
4fk7,5.24
1n4m,6.72
3ccc,8.1
2g96,4.28
3iop,7.77
1jn2,4.09
2oji,7.07
3ook,8.4
3t3d,4.91
4bw3,6.3
3o1g,9.0
2pgl,3.59
4nnn,6.57
5nps,5.89
1dzm,5.41
6dcg,8.15
5dgm,6.4
1f47,4.67
6udy,7.57
6emh,6.08
1xxe,5.41
2ylq,4.3
6dxg,4.85
5ti5,4.39
1qhr,6.89
2bb7,5.67
1lqd,8.05
6nfg,4.11
6c5j,7.16
2iw6,6.85
6eqm,7.96
5nat,4.7
2of4,7.09
3wzj,8.18
5usq,7.0
6gu3,5.36
4whz,9.0
4jai,8.4
5k4l,7.3
5fah,6.15
1h5u,6.75
4q2k,7.48
3ouh,7.1
3n0h,6.21
3ekq,6.75
5yql,4.59
4tju,5.44
4kfp,8.0
5mgx,5.59
4p0a,4.52
3u4i,3.89
1oqp,7.3
5u5t,5.41
4zyu,5.97
1qf4,6.18
4l34,6.94
3rxi,3.06
2wxd,5.48
6oi9,7.19
5hlp,7.27
2oz7,7.85
3caj,8.1
5v1b,7.47
3jqb,6.02
3ghe,5.89
3snl,9.15
5j75,6.82
5t18,9.3
6fby,5.03
2bks,7.43
5ely,7.36
3hik,6.35
2obf,8.85
1gsf,5.0
4pnc,5.43
6b7c,5.14
6dn5,7.49
1o9d,5.6
3s3n,7.06
3vnt,8.66
5mra,8.0
6f4w,5.53
2ynd,7.49
3kwz,8.4
6qm7,6.8
6dvo,7.22
5j9f,7.23
3rwf,6.52
3t4v,6.3
3gjt,6.77
2yga,4.61
4w5j,7.24
3hng,6.74
3r01,5.24
6hou,4.27
2lty,5.38
4nb6,7.22
3dct,6.95
5m44,7.4
4ede,7.38
5uis,6.84
2x6f,4.59
